line1,line2,line3,key,fein,unitid,institutionname
(1) LARRY POWERS 1 00,X 0 0 0,DIRECTOR,larry,561388743,461032,Carolina College of Biblical Studies
(2) DR ROBERT DOWNING 1 00,X 0 0 0,BOARD MEMBER,robert,561388743,461032,Carolina College of Biblical Studies
(3) JEFF DUDLEY 1 00,X 0 0 0,BOARD MEMBER,jeff,561388743,461032,Carolina College of Biblical Studies
(4) AL BARRICK 1 00,X 0 0 0,DIRECTOR,al,561388743,461032,Carolina College of Biblical Studies
(5) CURETON JOHNSON 1 00,X 0 0 0,DIRECTOR,cureton,561388743,461032,Carolina College of Biblical Studies
(6) DAVID TAUBER 1 00,X 0 0 0,(7) BILL HIGH 1 00,david,561388743,461032,Carolina College of Biblical Studies
(7) BILL HIGH 1 00,X 0 0 0,VICE CHAIR,bill,561388743,461032,Carolina College of Biblical Studies
(8) CLAUDE HALEY 1 00,X 0 0 0,TREASURER,claude,561388743,461032,Carolina College of Biblical Studies
(9) JIM RICKMAN 1 00,X 0 0 0,SECRETARY,jim,561388743,461032,Carolina College of Biblical Studies
(10) TODD CONORMON 2 00,X 0 0 0,CHAIRPERSON,todd,561388743,461032,Carolina College of Biblical Studies
